0.101125,10,9,9,10
0.581125,10,9,9,10
1.06112,10,9,9,10
1.54112,10,9,9,10
2.02112,10,10,10,11
2.50112,10,10,10,11
3.14112,10,10,10,11
3.62112,10,10,10,11
4.10112,11,10,10,11
4.58112,11,10,10,11
5.06112,11,10,10,11
5.54112,11,10,10,11
6.02112,11,10,10,11
6.50112,11,10,10,11
7.14112,11,10,11,11
7.62112,11,11,11,12
8.10112,11,11,11,12
8.58112,11,11,11,12
9.06112,11,11,11,12
9.54112,11,11,11,12
10.0211,12,11,11,12
10.5011,12,11,11,12
11.1411,12,11,11,12
11.6211,12,11,11,12
12.1011,12,11,12,13
12.5811,12,12,12,13
13.0611,12,12,12,13
13.5411,12,12,12,13
14.0211,13,12,12,13
14.5011,13,12,12,13
15.1411,13,12,12,13
15.6211,13,12,13,13
16.1011,13,13,13,14
16.5811,13,13,13,14
17.0611,14,13,13,14
17.5411,14,13,13,14
18.0211,14,13,13,14
18.5011,14,14,14,15
19.1411,14,14,14,15
19.6211,15,14,14,15
20.1011,15,14,14,15
20.5811,15,14,15,15
21.0611,15,15,15,15
21.5411,15,15,15,15
22.0211,15,15,15,15
22.5011,15,15,15,15
23.1411,15,15,15,15
23.6211,15,15,15,15
24.1011,15,15,15,15
24.5811,15,15,15,15
25.0611,15,15,15,15
25.5411,15,15,15,15
26.0211,15,15,15,15
26.5011,15,15,15,15
27.1411,15,15,15,15
27.6211,15,15,15,15
28.1011,15,15,15,15
28.5811,15,15,15,15
29.0611,15,15,15,15
29.5411,15,15,15,15
