0.101125,15,14,14,15
0.581125,15,15,15,15
1.06112,15,15,15,15
1.54112,15,15,15,15
2.02112,15,15,15,15
2.50112,15,15,15,15
3.14112,15,15,15,15
3.62112,15,15,15,15
4.10112,15,15,15,15
4.58112,15,15,15,15
5.06112,15,15,15,15
5.54112,15,15,15,15
6.02112,15,15,15,15
6.50112,15,15,15,15
7.14112,15,15,15,15
7.62112,15,15,15,15
8.10112,15,15,15,15
8.58112,15,15,15,15
9.06112,15,15,15,15
9.54112,15,15,15,15
10.0211,15,15,15,15
10.5011,15,15,15,15
11.1411,15,15,15,15
11.6211,15,15,15,15
12.1011,15,15,15,15
12.5811,15,15,15,15
13.0611,15,15,15,15
13.5411,15,15,15,15
14.0211,15,15,15,15
14.5011,15,15,15,15
15.1411,15,15,15,15
15.6211,15,15,15,15
16.1011,15,15,15,15
16.5811,15,15,15,15
17.0611,15,15,15,15
17.5411,15,15,15,15
18.0211,15,15,15,15
18.5011,15,15,15,15
19.1411,15,15,15,15
19.6211,15,14,14,15
20.1011,15,14,14,15
20.5811,15,14,14,15
21.0611,14,14,14,15
21.5411,14,14,14,15
22.0211,14,13,13,14
22.5011,14,13,13,14
23.1411,14,13,13,14
23.6211,13,13,13,14
24.1011,13,13,13,14
24.5811,13,12,12,13
25.0611,13,12,12,13
25.5411,13,12,12,13
26.0211,13,12,12,13
26.5011,13,12,12,13
27.1411,12,12,12,13
27.6211,12,12,11,13
28.1011,12,11,11,12
28.5811,12,11,11,12
29.0611,12,11,11,12
29.5411,12,11,11,12
