200,96.8613,96.8613,96.8613,96.8613,387.4452
600,96.8613,96.5475,96.7828,96.8613,387.0529
1000,39.3719,37.8818,38.9014,96.7828,212.9379
1400,31.6074,31.6074,32.7054,96.7828,192.703
1800,83.9987,0,0,84.3124,168.3111
