400,96.626,91.2927,91.3712,96.8613,0.470581,88.783,0,0,465.404781
600,96.7044,16.8625,16.7841,96.7828,16.5488,96.7044,0,0,340.387
800,71.2146,0,71.2146,96.7828,0,68.7833,71.2146,0,379.2099
1000,44.7836,0,45.0974,96.626,0,46.0385,96.7828,0,329.3283
1200,96.7044,0,0,96.7828,0,1.80389,96.7828,1.80389,293.87778
