400,45.7248,45.7248,52.4698,62.1951,45.0974,52.4698,26.2741,19.9997,349.9555
600,29.725,26.5094,30.5093,34.3524,30.4309,30.5093,21.1761,15.2939,218.5063
800,22.5879,22.5095,25.9604,32.627,20.1566,25.9604,22.5879,13.8821,186.2718
1000,16.0782,12.941,18.5095,24.2349,18.4311,18.5095,26.5878,12.941,148.233
1200,18.5095,12.941,14.9802,25.6467,15.2939,20.5487,36.7838,17.9605,162.6643
