200,96.8613,96.8613,96.8613,96.8613,387.4452
600,96.7044,96.7828,96.7828,96.8613,387.1313
1000,91.9202,70.5087,70.5087,91.9202,324.8578
1400,56.156,40.8621,40.8621,61.254,199.1342
1800,41.4111,27.8427,27.8427,41.4111,138.5076
