400,48.862,42.9013,42.9797,50.9012,42.8229,42.9797,24.7055,18.9017,315.054
600,36.2347,32.3917,32.3917,36.5485,32.3917,35.8426,25.8035,18.6664,250.2708
800,24.9408,24.8624,24.9408,31.2936,19.2938,24.9408,24.9408,15.2939,190.5069
1000,21.4114,21.2546,21.4114,26.7447,20.7056,21.4114,35.1367,17.2546,185.3304
1200,20.784,12.6273,12.6273,21.8036,12.7057,17.4899,35.8426,17.4899,151.3703
