200,96.8613,96.8613,96.8613,96.8613,387.4452
600,96.8613,96.7044,96.7044,96.8613,387.1314
1000,96.7828,30.6662,31.7642,96.7828,255.996
1400,31.5289,31.5289,32.627,96.7828,192.4676
1800,83.9987,0,0,84.3124,168.3111
