0.101125,5,5,5,6
0.581125,5,5,5,6
1.06112,5,5,5,6
1.54112,5,5,5,6
2.02112,5,5,5,6
2.50112,5,5,5,6
3.14112,6,5,5,6
3.62112,5,5,5,6
4.10112,5,5,5,6
4.58112,5,5,5,6
5.06112,5,5,5,6
5.54112,5,5,5,6
6.02112,5,5,5,6
6.50112,5,5,5,6
7.14112,6,5,5,6
7.62112,5,5,5,6
8.10112,5,5,5,6
8.58112,5,5,5,6
9.06112,5,5,5,6
9.54112,5,5,5,6
10.0211,5,5,5,6
10.5011,5,5,5,6
11.1411,6,5,5,6
11.6211,5,5,5,6
12.1011,5,5,5,6
12.5811,5,5,5,6
13.0611,5,5,5,6
13.5411,5,5,5,6
14.0211,5,5,5,6
14.5011,5,5,5,6
15.1411,6,5,5,6
15.6211,5,5,5,6
16.1011,5,5,5,6
16.5811,5,5,5,6
17.0611,5,5,5,6
17.5411,5,5,5,6
18.0211,5,5,5,6
18.5011,5,5,5,6
19.1411,6,5,5,6
19.6211,5,5,5,6
20.1011,5,5,5,6
20.5811,5,5,5,6
21.0611,5,5,5,6
21.5411,5,5,5,6
22.0211,5,5,5,6
22.5011,5,5,5,6
23.1411,6,5,5,6
23.6211,5,5,5,6
24.1011,5,5,5,6
24.5811,5,5,5,6
25.0611,5,5,5,6
25.5411,5,5,5,6
26.0211,5,5,5,6
26.5011,5,5,5,6
27.1411,6,5,5,6
27.6211,5,5,5,6
28.1011,5,5,5,6
28.5811,5,5,5,6
29.0611,5,5,5,6
29.5411,5,5,5,6
