0.101125,15,14,14,15
0.581125,15,14,14,15
1.06112,15,14,14,15
1.54112,15,14,14,15
2.02112,15,14,14,15
2.50112,15,14,14,15
3.14112,15,14,14,15
3.62112,15,14,14,15
4.10112,15,14,14,15
4.58112,15,14,14,15
5.06112,15,14,14,15
5.54112,15,14,14,15
6.02112,15,14,14,15
6.50112,15,14,14,15
7.14112,15,14,14,15
7.62112,15,14,14,15
8.10112,15,14,14,15
8.58112,15,14,14,15
9.06112,15,14,14,15
9.54112,15,14,14,15
10.0211,15,14,14,15
10.5011,15,14,14,15
11.1411,15,14,14,15
11.6211,15,14,14,15
12.1011,15,14,14,15
12.5811,15,14,14,15
13.0611,15,14,14,15
13.5411,15,14,14,15
14.0211,15,14,14,15
14.5011,15,14,14,15
15.1411,15,14,14,15
15.6211,15,14,14,15
16.1011,15,14,14,15
16.5811,15,14,14,15
17.0611,15,14,14,15
17.5411,15,14,14,15
18.0211,15,14,14,15
18.5011,15,14,14,15
19.1411,15,14,14,15
19.6211,15,14,14,15
20.1011,15,14,14,15
20.5811,15,14,14,15
21.0611,15,14,14,15
21.5411,15,14,14,15
22.0211,15,14,14,15
22.5011,15,14,14,15
23.1411,15,14,14,15
23.6211,15,14,14,15
24.1011,15,14,14,15
24.5811,15,14,14,15
25.0611,15,14,14,15
25.5411,15,14,14,15
26.0211,15,14,14,15
26.5011,15,14,14,15
27.1411,15,14,14,15
27.6211,15,14,14,15
28.1011,15,14,14,15
28.5811,15,14,14,15
29.0611,15,14,14,15
29.5411,15,14,14,15
